PNR,Passenger,Origin,Destination,Fare,Status,BookingDate,TravelDate,Email,Phone,status,processing_time
SX586X,Jason Garcia,JFK,LAS,308.39,Confirmed,2025-08-02,2025-08-02,antonio53@example.com,935.315.8506x431,sent,0.0378020491157531
BZ390K,Cameron Cunningham,ORD,FLL,709.31,Checked-in,2025-08-02,2025-08-03,brendali@example.org,729-504-2284x21020,sent,0.04958134568585686
FI950B,Jason Wilson,DEN,IAD,2348.46,Completed,2025-08-02,2025-08-03,william17@example.net,890.884.7007,sent,0.09048039211854601
CC177K,Ana Hill,SEA,HNL,1261.49,Checked-in,2025-08-02,2025-08-03,oscar98@example.com,789.961.1836x736,sent,0.0676265773109519
KN661K,Jacqueline Hernandez,DFW,MDW,1162.97,Checked-in,2025-08-02,2025-08-03,daviscolin@example.net,(228)609-8851x656,sent,0.08447825091089306
DS945Q,Matthew Walker,PDX,TPA,277.3,Confirmed,2025-08-02,2025-08-03,danny49@example.org,(289)498-0940x24455,sent,0.0917398907034383
CE296X,Amanda Reese,TPA,EWR,2031.39,Confirmed,2025-08-02,2025-08-03,eric45@example.net,+1-910-822-9014x767,sent,0.06353853097013511
DL438N,Michael Watkins,SFO,DTW,1204.24,Checked-in,2025-08-02,2025-08-03,randallgreene@example.org,943.824.4510,sent,0.09790894325978426
RW226H,Sandra Drake,MIA,SEA,2205.04,Confirmed,2025-08-02,2025-08-03,grahamsteve@example.org,796-396-6416x05297,sent,0.0677988681073465
NS613M,Jennifer Collins,PDX,STL,1443.26,Confirmed,2025-08-02,2025-08-03,charlesschultz@example.net,435.952.3124x32921,sent,0.08481443668063644
OV799S,Victoria Morris,FLL,PDX,184.68,Confirmed,2025-08-02,2025-08-02,cjones@example.net,649-305-8147x7005,sent,0.029304221568840133
QM199O,Tiffany Stevenson,PDX,SEA,540.83,Checked-in,2025-08-02,2025-08-03,marcalvarez@example.org,9719518203,sent,0.08148624557397302
FL889L,Jasmine Schroeder,PDX,PHX,2270.74,Cancelled,2025-08-02,2025-08-03,cameron18@example.net,(344)692-5192x5462,sent,0.05470270906278342
EV865W,Nancy Jennings,PHX,LAS,2327.32,Checked-in,2025-08-02,2025-08-03,bromero@example.com,223-757-3322x1418,sent,0.06338271836583734
ME929F,Michael Weber,MDW,IAD,2489.24,Completed,2025-08-02,2025-08-03,jenkinserica@example.org,994.973.8347x359,sent,0.03238242973476675
QN468F,Rebecca Taylor,BOS,DEN,596.26,Cancelled,2025-08-02,2025-08-02,angela18@example.org,812-247-8261x3750,sent,0.05497494616148077
HM685C,Alfred Galvan,DTW,IAD,1424.16,Pending,2025-08-02,2025-08-03,devinmitchell@example.com,,sent,0.03189646486935562
DB434H,Riley Bryant,DTW,BOS,1331.7,Completed,2025-08-02,2025-08-03,chenbailey@example.net,(446)309-5396,sent,0.04943485458993479
QR851Q,Katie Smith,MSP,ORD,2150.65,Confirmed,2025-08-02,2025-08-03,qzavala@example.net,2517531952,sent,0.039299946815155945
YV852O,Mrs. Catherine Taylor,BWI,STL,702.73,Confirmed,2025-08-02,2025-08-02,carterbradley@example.org,5546868740,sent,0.06413008294355275
ID505Z,Steve Paul,DTW,SEA,1510.46,Confirmed,2025-08-02,2025-08-03,tylerjimenez@example.net,716-616-9284x511,sent,0.09759210834151957
WN479F,Heather Williams,IAH,MDW,1521.63,Completed,2025-08-02,2025-08-03,yhill@example.org,265-482-0297,sent,0.08362478793858202
LM135S,Christian Cole,LAS,SFO,1723.86,Pending,2025-08-02,2025-08-03,berryalyssa@example.com,543-610-2786x81447,sent,0.03893680944814938
EC731O,Micheal Osborn,PHX,DEN,1728.47,Pending,2025-08-02,2025-08-03,elizabeth18@example.net,742-725-8313x2370,sent,0.02753080258047496
TC782C,Zachary Higgins,AUS,IAD,2348.98,Confirmed,2025-08-02,2025-08-03,martinezlogan@example.org,378.452.8922x680,sent,0.05152307941487293
KW422H,Todd Jacobson,DTW,DFW,322.16,Cancelled,2025-08-02,2025-08-03,david49@example.net,782-299-2299,sent,0.02840172079153417
UY010S,Daniel Armstrong,DEN,PHX,2220.03,Cancelled,2025-08-02,2025-08-03,dawn47@example.org,+1-464-771-0276x77359,sent,0.04433301425200858
MQ701O,Cindy Gomez,SAN,LGA,1393.01,Completed,2025-08-02,2025-08-03,amitchell@example.org,(624)356-5060x98358,sent,0.045910512694646056
YR687I,Lisa Carr,BWI,DFW,2356.49,Cancelled,2025-08-02,2025-08-03,laura58@example.com,001-923-498-6800x02578,sent,0.0464328886946862
KT982K,William Stevenson,STL,DFW,1894.68,Cancelled,2025-08-02,2025-08-03,terickson@example.com,9556169409,sent,0.02654856826387867
RK283V,James Frye,PDX,LAS,1337.71,Pending,2025-08-02,2025-08-02,erica49@example.com,934.784.3443,sent,0.07268280635720169
ZX758I,Kenneth Daniels,PDX,JFK,366.9,Checked-in,2025-08-02,2025-08-02,stephanie24@example.org,315-574-7338x4842,sent,0.08191792976772694
HU308H,Jason Love,JFK,LAX,933.86,Cancelled,2025-08-02,2025-08-03,oconnelltiffany@example.org,(877)434-5401x93802,sent,0.03888373820122221
SV054Y,Levi Fowler,FLL,LAX,412.9,Cancelled,2025-08-02,2025-08-03,christopher12@example.org,253.604.6374x5499,sent,0.047613465582324654
VD530O,Jared Shaw,HNL,CLT,1518.9,Cancelled,2025-08-02,2025-08-03,hannah45@example.net,932.572.7956,sent,0.05891812409582432
QO391Q,Angela Elliott,JFK,EWR,1006.93,Confirmed,2025-08-02,2025-08-02,ashleyhernandez@example.com,971.239.7187x07286,sent,0.0733629626863527
XA874M,Aaron Robinson,SFO,MDW,736.39,Confirmed,2025-08-02,2025-08-03,weaverbrian@example.org,404.762.2656x7661,sent,0.029508830629896253
TV907W,Dana Williams,AUS,SEA,2181.82,Cancelled,2025-08-02,2025-08-02,taylorvictoria@example.org,001-695-299-5342x8364,sent,0.08900754070081936
UV892N,Amber Cooper,LAX,SFO,1880.93,Pending,2025-08-02,2025-08-03,heather62@example.com,(428)873-3427x0866,sent,0.042450179885993866
KU343C,Sarah Davis,IAH,HNL,1724.28,Cancelled,2025-08-02,2025-08-03,nicholas99@example.org,239-583-7354,sent,0.07848799945038039
HW317T,Jennifer Allen,SAN,MDW,404.02,Confirmed,2025-08-02,2025-08-02,wferguson@example.com,258-577-1753x556,sent,0.06902165502491889
RS204S,Elizabeth Gonzalez,SEA,SFO,2068.98,Checked-in,2025-08-02,2025-08-03,victorpena@example.net,247-377-2522x87280,sent,0.03406433281722897
EU006H,Chris Robinson,HNL,SAN,2197.61,Cancelled,2025-08-02,2025-08-03,bhopkins@example.org,+1-286-800-8484,sent,0.0318505445157098
QE211H,Joseph Ochoa,SFO,IAH,921.42,Confirmed,2025-08-02,2025-08-02,susan79@example.org,001-234-410-1666x870,sent,0.062236498880789484
UZ176K,Shannon Davis,LAS,PHX,1657.48,Checked-in,2025-08-02,2025-08-03,rachelschwartz@example.net,440.814.8902x5039,sent,0.07580633119268751
SH142S,Jasmine Mosley,HNL,FLL,928.2,Confirmed,2025-08-02,2025-08-03,krystalnorris@example.org,650.916.3159x99650,sent,0.029965196249336117
RM735N,Kevin James,LAS,ATL,1514.39,Pending,2025-08-02,2025-08-03,jennifermiller@example.org,(426)355-1104x7541,sent,0.04334212034305713
RR267Q,Alexander Gomez,PHL,IAH,962.36,Pending,2025-08-02,2025-08-03,michelle04@example.com,(918)439-8262x2444,sent,0.08317840139166316
IN126J,Mr. David Wright,MSP,DFW,1055.21,Completed,2025-08-02,2025-08-03,stephentaylor@example.org,(559)965-7569x2459,sent,0.022210687413789412
KJ526X,Katherine Johnston,JFK,TPA,1174.74,Completed,2025-08-02,2025-08-02,kdiaz@example.org,001-382-880-7374,sent,0.08479702448568796
HI724V,Jay Bennett,FLL,MDW,1840.66,Cancelled,2025-08-02,2025-08-03,sferguson@example.com,+1-405-289-1135,sent,0.06294081496113405
ZN965D,David Dixon,ORD,MDW,2313.81,Completed,2025-08-02,2025-08-03,seanmyers@example.net,001-382-350-7146,sent,0.0984747392643545
KO254Z,John Alvarez,PDX,DFW,1841.42,Pending,2025-08-02,2025-08-03,carlos01@example.org,412-438-2825x86736,sent,0.03992136762400336
XT660G,Jeffrey Smith,BWI,IAH,916.53,Pending,2025-08-02,2025-08-03,raylauren@example.net,(755)837-1478,sent,0.023868338505615327
DL969L,Lisa Cervantes,SFO,MIA,1712.58,Checked-in,2025-08-02,2025-08-03,powerslawrence@example.org,412-952-8669x2966,sent,0.08592715716429332
FP828J,Ernest Hayes,STL,ATL,1596.46,Pending,2025-08-02,2025-08-03,washingtonjames@example.com,+1-387-267-6772,sent,0.07517243013235382
IH340R,Richard Cunningham,HNL,LAX,864.11,Cancelled,2025-08-02,2025-08-03,armstrongjoseph@example.net,(680)778-3613x407,sent,0.07694316581925678
YZ171H,Oscar Norris,DTW,LGA,1688.56,Checked-in,2025-08-02,2025-08-03,imartin@example.org,709.658.4982,sent,0.09201770307256374
QV494D,Paul Jenkins,BWI,SFO,1351.26,Cancelled,2025-08-02,2025-08-03,jacquelineanderson@example.org,001-353-867-2946x671,sent,0.029143825472044256
OP845K,Sheila Boone,MCO,FLL,1710.06,Completed,2025-08-02,2025-08-03,melissa86@example.org,,sent,0.04572908155394102
FO701O,Tyler Harris,HNL,IAD,701.94,Pending,2025-08-02,2025-08-03,erik41@example.net,(241)552-0643x611,sent,0.035843915976439975
SH712Q,Alexandra Dominguez,SFO,DEN,207.4,Cancelled,2025-08-02,2025-08-02,ebenson@example.org,861.411.5542,sent,0.09553715368137569
SA218T,Jessica Bowen,PHL,STL,1955.95,Checked-in,2025-08-02,2025-08-03,cjensen@example.org,412-519-6565,sent,0.061494128640540005
RT413T,Dominique Pugh,LGA,DTW,606.92,Checked-in,2025-08-02,2025-08-03,jamie98@example.org,001-264-703-7613x7918,sent,0.02793470994970832
SN526L,Carrie Ruiz,SEA,DEN,1691.74,Confirmed,2025-08-02,2025-08-02,smithjason@example.org,(384)686-6618x8924,sent,0.03773008395568686
ZE183R,Kevin Hines,PDX,IAD,2230.84,Checked-in,2025-08-02,2025-08-03,holly30@example.org,361-279-9042,sent,0.07918705216538392
PL202Q,Samantha Green,SAN,MDW,1367.2,Confirmed,2025-08-02,2025-08-03,jessica10@example.com,(448)714-9177x85079,sent,0.0702276036194365
SV241X,Patrick Smith,AUS,PDX,435.19,Cancelled,2025-08-02,2025-08-02,ruizpatrick@example.org,(608)363-5365,sent,0.08044344948805468
QV951B,Robert Jarvis,BWI,MSP,2471.55,Completed,2025-08-02,2025-08-03,xcline@example.com,918-570-5349x49375,sent,0.09412741944908877
AN832A,Gregory Franco,IAD,AUS,1190.05,Completed,2025-08-02,2025-08-03,blakenicholas@example.net,001-541-838-3670x2410,sent,0.028775366418985843
SD571Q,Robert Jones,AUS,FLL,1197.9,Cancelled,2025-08-02,2025-08-03,joelgreen@example.com,(455)974-3132x9121,sent,0.044131400696927676
DR756L,Christine Parker,BOS,MIA,759.1,Cancelled,2025-08-02,2025-08-02,lindseytorres@example.net,001-690-635-2135x680,sent,0.08881394012101348
OR206X,Anna Garcia,LAS,SAN,1977.54,Checked-in,2025-08-02,2025-08-03,greertoni@example.org,365.519.9410,sent,0.09731275905061126
ZK721D,Joel Jackson,LAS,BOS,332.09,Pending,2025-08-02,2025-08-03,,(625)932-4472x09993,skipped,
BC687I,Jason Day,EWR,CLT,2248.61,Confirmed,2025-08-02,2025-08-03,mayokimberly@example.com,587.259.8564x2059,sent,0.06935926832771454
QL407Y,Crystal Moore,SEA,IAH,1780.78,Cancelled,2025-08-02,2025-08-03,gallagherstacie@example.net,(452)523-9559x0599,sent,0.06384118513605391
XN522Z,Katelyn Stewart,HNL,IAH,1065.27,Completed,2025-08-02,2025-08-02,jeffrey92@example.com,542-320-9690x2959,sent,0.04784313296278535
XC725H,Francisco Fields,LAX,STL,2219.54,Completed,2025-08-02,2025-08-03,sean43@example.org,001-915-841-0067x626,sent,0.07378831648279374
DP586Z,Marilyn Mcdaniel,LAX,PHX,851.74,Checked-in,2025-08-02,2025-08-02,phillipslucas@example.org,952-262-1815,sent,0.09590632386873321
NF629B,Daniel Lee,HNL,IAH,1414.82,Completed,2025-08-02,2025-08-03,donna43@example.org,8693872050,sent,0.0833523717242837
GD497A,Mark Rowland,STL,SEA,1297.34,Pending,2025-08-02,2025-08-03,qruiz@example.com,286-625-6527,sent,0.0808867649978824
HI774S,Paul Contreras,LAX,IAH,939.9,Checked-in,2025-08-02,2025-08-03,larellano@example.org,+1-906-686-8793,sent,0.028545116295263455
QS160Q,Megan Oliver,HNL,MIA,2310.92,Completed,2025-08-02,2025-08-03,stacyjackson@example.org,620.761.6329,sent,0.09872548572930896
RM116R,Donald Ellis,AUS,PHX,1540.95,Confirmed,2025-08-02,2025-08-03,jrodriguez@example.org,001-799-811-9148,sent,0.06351151491070109
JX132O,Erica Daniel,PHX,EWR,647.4,Pending,2025-08-02,2025-08-03,alewis@example.net,285.408.2148x6289,sent,0.026549436327018158
HB330O,Isaac Gonzalez,STL,PHX,803.9,Checked-in,2025-08-02,2025-08-03,hreid@example.net,7357797279,sent,0.06850601393270961
JA241M,Scott Chan,ORD,MSP,195.55,Completed,2025-08-02,2025-08-03,ericaadams@example.com,800.772.2903x49446,sent,0.09303115687899567
OJ743V,Loretta Silva,CLT,SEA,1677.84,Confirmed,2025-08-02,2025-08-03,anna99@example.com,517-215-4544x4328,sent,0.07052233714962702
VE965X,Jonathan Phillips,SEA,SFO,2122.19,Completed,2025-08-02,2025-08-03,aguilarwanda@example.org,638-475-8428x24172,sent,0.06180763348044083
LH513X,Jennifer Eaton,DEN,MSP,1723.23,Completed,2025-08-02,2025-08-02,eyork@example.org,+1-299-491-7381x6846,sent,0.030799779565388763
NS235O,Scott White,MIA,TPA,752.17,Pending,2025-08-02,2025-08-03,lawrencebrown@example.com,832-992-7129x666,sent,0.05493573526897119
RG600X,Adrian Morris,PHL,IAD,1838.14,Cancelled,2025-08-02,2025-08-02,simsjohn@example.net,(642)916-8942x104,sent,0.08535995176048679
KN898V,Grace Valenzuela MD,DFW,PHL,210.34,Pending,2025-08-02,2025-08-03,osmith@example.net,(830)698-2150,sent,0.02491998786293885
TB890V,Russell Williams,AUS,PHX,1082.14,Cancelled,2025-08-02,2025-08-03,kelleythomas@example.org,404.861.8499,sent,0.027314600754410376
DJ189D,Kathleen Lynch,MDW,PDX,1624.02,Confirmed,2025-08-02,2025-08-03,michaelortiz@example.org,,sent,0.06868050598411388
CY972Q,Nathaniel Conway,MCO,STL,1758.01,Confirmed,2025-08-02,2025-08-03,joseph01@example.org,4454561100,sent,0.061544462062712094
TI557X,Robert White,DTW,HNL,246.51,Completed,2025-08-02,2025-08-03,mary76@example.net,(912)402-1697,sent,0.05593484085331492
TA965V,Monica Snow,CLT,ORD,1339.01,Pending,2025-08-02,2025-08-03,ealexander@example.com,+1-550-989-9358x8916,sent,0.044483301739839255
RT562B,Timothy Wagner,IAH,PDX,1301.97,Checked-in,2025-08-02,2025-08-02,charlesvasquez@example.org,340-983-8663x17797,sent,0.08038030924816596
PX751U,Jamie Johnson,LGA,AUS,2097.46,Cancelled,2025-08-02,2025-08-03,pamela83@example.net,+1-375-350-3758x99757,sent,0.09975269499807246
LU305Z,Joseph Park,TPA,MSP,2418.86,Pending,2025-08-02,2025-08-03,lydianewton@example.com,549-733-1637,sent,0.07089237727984408
UV160S,Steven Ellis,AUS,FLL,1970.41,Checked-in,2025-08-02,2025-08-03,vsmith@example.org,+1-369-878-2922,sent,0.09103687421652268
QM995N,Sydney Farmer,TPA,DTW,780.73,Cancelled,2025-08-02,2025-08-02,shawn22@example.com,+1-484-485-8333x945,sent,0.022888841075987668
GY204R,Robert Garcia,DTW,LGA,1720.24,Pending,2025-08-02,2025-08-03,juliahoffman@example.org,540.766.6580x04397,sent,0.03546902255890313
GY989X,Elizabeth Thompson,PDX,EWR,577.32,Cancelled,2025-08-02,2025-08-03,jillwilson@example.org,(748)242-2940x57202,sent,0.09723812765550918
ZS947R,Richard Stewart,LAS,CLT,807.2,Completed,2025-08-02,2025-08-03,hartmanerik@example.net,+1-661-553-3555,sent,0.020986576758015955
RY987U,Michael Griffin,LAS,DTW,173.86,Cancelled,2025-08-02,2025-08-03,susanfleming@example.com,(216)648-4085x8877,sent,0.0937581586233442
CD358F,Patricia Ferguson,TPA,IAH,1298.16,Cancelled,2025-08-02,2025-08-03,michellecoleman@example.org,386.312.0750,sent,0.07109943568511319
RC024S,Susan Russell,LGA,TPA,1303.43,Confirmed,2025-08-02,2025-08-03,andre18@example.org,+1-691-990-1581x4491,sent,0.0590340419587861
PF660R,Paul Robles,SEA,IAH,1775.7,Pending,2025-08-02,2025-08-03,kennetheaton@example.net,+1-350-688-2100x9968,sent,0.04942270060502202
NU353Q,Clinton Jensen,CLT,MSP,1450.66,Pending,2025-08-02,2025-08-03,yorksarah@example.net,481.541.4139x755,sent,0.06894389501282054
CG149K,Mr. Matthew Steele,TPA,FLL,927.36,Checked-in,2025-08-02,2025-08-03,susan20@example.com,936.745.2577,sent,0.05805405131743206
DF478U,Sarah Trevino,LAS,SEA,433.54,Cancelled,2025-08-02,2025-08-03,jessica11@example.org,709.896.9308x48872,sent,0.0228097882771642
EO394Q,Jennifer Shaw,TPA,FLL,2384.56,Cancelled,2025-08-02,2025-08-03,katherinetaylor@example.org,(599)327-5037,sent,0.02138051224655233
BV453G,Rebecca Hughes,TPA,BOS,799.77,Completed,2025-08-02,2025-08-02,hoopermario@example.net,844.598.9266x59184,sent,0.033125599741545546
LP865Z,Mr. Jonathan Taylor,MSP,LGA,815.05,Confirmed,2025-08-02,2025-08-02,jason22@example.com,+1-813-265-1777x392,sent,0.09802762239144867
SS302F,Jose Macdonald,MCO,SEA,998.07,Pending,2025-08-02,2025-08-03,zacharysullivan@example.net,+1-404-413-7977x2369,sent,0.0737422214102387
FX984V,Jesse Garza,FLL,DEN,794.63,Confirmed,2025-08-02,2025-08-03,,+1-962-491-2799x08811,skipped,
YV980U,Jason Golden,MDW,DEN,1648.99,Checked-in,2025-08-02,2025-08-03,yclarke@example.com,001-691-862-4731,sent,0.08158238590283143
WX430Z,Joseph Meyer,LAX,PHL,818.2,Checked-in,2025-08-02,2025-08-03,robert12@example.com,+1-994-448-6959x4636,sent,0.047140396757037004
PI588J,Patricia Sanders,ATL,JFK,743.32,Checked-in,2025-08-02,2025-08-03,adkinssean@example.net,(413)886-5890,sent,0.037102321405242326
UA053F,Donald Ross,JFK,ATL,500.61,Completed,2025-08-02,2025-08-02,aprilmclaughlin@example.org,584-989-5543,sent,0.06586285132116107
ZK633N,Kelli Smith,SAN,PHL,680.36,Completed,2025-08-02,2025-08-03,rosskaitlyn@example.com,482-575-5394,sent,0.07392871931992939
XH733I,Dale Wright,AUS,MIA,848.78,Completed,2025-08-02,2025-08-02,wilsonchristian@example.net,490.680.7595x7947,sent,0.04414055288663224
EB639Q,Karen Fernandez,MCO,PHL,1609.41,Completed,2025-08-02,2025-08-02,stephenmartinez@example.net,450.603.6915x594,sent,0.08791426771659161
TK347L,Jeff Barnes,DFW,SAN,638.3,Cancelled,2025-08-02,2025-08-03,lramirez@example.net,(593)414-3866,sent,0.02935535967722924
FN270P,Steven Mccoy,ORD,SFO,713.68,Completed,2025-08-02,2025-08-03,jevans@example.net,9617203471,sent,0.09235210142370155
RR455Z,Alejandro Martinez,LAX,MIA,1208.68,Completed,2025-08-02,2025-08-03,barbarasantos@example.net,(645)958-7716,sent,0.09398178453420053
NU225T,Sarah Jones,JFK,LAS,827.05,Pending,2025-08-02,2025-08-03,denise49@example.net,(647)359-8762x2023,sent,0.06250879521583648
DD326C,Kara Brown,MIA,ORD,1765.35,Pending,2025-08-02,2025-08-03,garciachristine@example.org,+1-764-733-4722x8200,sent,0.08213455834856583
IR778O,Travis Ryan,LGA,DTW,1703.78,Cancelled,2025-08-02,2025-08-03,omills@example.net,257-283-1745x6424,sent,0.05104853333848012
JP825R,Thomas Arroyo,FLL,SEA,1671.94,Pending,2025-08-02,2025-08-02,myates@example.org,4858368663,sent,0.056795148389629596
CN634U,Phillip Kent,ORD,JFK,539.92,Pending,2025-08-02,2025-08-03,deborah84@example.com,612.924.1797,sent,0.08222884857228573
EB350R,William Campbell,HNL,DTW,2314.8,Checked-in,2025-08-02,2025-08-03,halledward@example.com,356.447.5705,sent,0.027267304548890623
CR046P,Steven Wright,MDW,MCO,1794.37,Pending,2025-08-02,2025-08-03,paulproctor@example.org,001-303-671-8376x4520,sent,0.07065347830689145
BL950U,Joshua Rodriguez,TPA,EWR,1568.73,Confirmed,2025-08-02,2025-08-03,linda73@example.org,001-565-424-0778x487,sent,0.0727039736161301
XO855I,Linda Valencia,BWI,PDX,2172.21,Completed,2025-08-02,2025-08-02,qphillips@example.net,(370)886-2095x935,sent,0.05445360492858706
YR387E,Erica Davidson,IAD,BWI,2080.34,Completed,2025-08-02,2025-08-03,williamssharon@example.org,9316731096,sent,0.06634655357984187
TW053C,Thomas Rios,IAD,ATL,1255.68,Checked-in,2025-08-02,2025-08-02,dowen@example.com,+1-665-309-4801,sent,0.03829705242120365
GK043A,Terri Short,PDX,ATL,925.04,Checked-in,2025-08-02,2025-08-03,clintonstevens@example.org,(845)593-3441,sent,0.056888358594093025
FP157W,Sabrina Davis,PHX,PDX,1937.17,Confirmed,2025-08-02,2025-08-03,dmiller@example.com,(766)413-9060x480,sent,0.02992768612356892
EB583V,Jenna Griffin,EWR,LAS,909.69,Checked-in,2025-08-02,2025-08-02,ryanhartman@example.org,(351)879-0864,sent,0.03246357021249768
YE862P,Katherine Pearson,HNL,LAX,1695.5,Completed,2025-08-02,2025-08-03,johnadams@example.com,491-716-6553x55904,sent,0.08653936479124076
EO979B,Cynthia Jennings,JFK,SEA,1368.33,Completed,2025-08-02,2025-08-03,rodriguezbrian@example.net,(740)551-4770,sent,0.09840413060020763
RQ833Y,John Blair,LGA,MIA,1935.98,Cancelled,2025-08-02,2025-08-03,bennettrebecca@example.net,9422043940,sent,0.05748464003255059
