PNR,Passenger,Origin,Destination,Fare,Status,BookingDate,TravelDate,Email,Phone,status,processing_time
RM735N,Kevin James,LAS,ATL,1514.39,Pending,2025-08-02,2025-08-03,jennifermiller@example.org,(426)355-1104x7541,sent,0.09593380793840561
RR267Q,Alexander Gomez,PHL,IAH,962.36,Pending,2025-08-02,2025-08-03,michelle04@example.com,(918)439-8262x2444,sent,0.06261987804040062
IN126J,Mr. David Wright,MSP,DFW,1055.21,Completed,2025-08-02,2025-08-03,stephentaylor@example.org,(559)965-7569x2459,sent,0.061396776835772826
KJ526X,Katherine Johnston,JFK,TPA,1174.74,Completed,2025-08-02,2025-08-02,kdiaz@example.org,001-382-880-7374,sent,0.03944967227837653
HI724V,Jay Bennett,FLL,MDW,1840.66,Cancelled,2025-08-02,2025-08-03,sferguson@example.com,+1-405-289-1135,sent,0.0565929710941348
ZN965D,David Dixon,ORD,MDW,2313.81,Completed,2025-08-02,2025-08-03,seanmyers@example.net,001-382-350-7146,sent,0.05716332232132999
KO254Z,John Alvarez,PDX,DFW,1841.42,Pending,2025-08-02,2025-08-03,carlos01@example.org,412-438-2825x86736,sent,0.09359856902728432
XT660G,Jeffrey Smith,BWI,IAH,916.53,Pending,2025-08-02,2025-08-03,raylauren@example.net,(755)837-1478,sent,0.02650787332771335
DL969L,Lisa Cervantes,SFO,MIA,1712.58,Checked-in,2025-08-02,2025-08-03,powerslawrence@example.org,412-952-8669x2966,sent,0.08435052774995515
FP828J,Ernest Hayes,STL,ATL,1596.46,Pending,2025-08-02,2025-08-03,washingtonjames@example.com,+1-387-267-6772,sent,0.04067139367103259
IH340R,Richard Cunningham,HNL,LAX,864.11,Cancelled,2025-08-02,2025-08-03,armstrongjoseph@example.net,(680)778-3613x407,sent,0.04047622622182332
YZ171H,Oscar Norris,DTW,LGA,1688.56,Checked-in,2025-08-02,2025-08-03,imartin@example.org,709.658.4982,sent,0.052274086266658706
QV494D,Paul Jenkins,BWI,SFO,1351.26,Cancelled,2025-08-02,2025-08-03,jacquelineanderson@example.org,001-353-867-2946x671,sent,0.034372168910110475
OP845K,Sheila Boone,MCO,FLL,1710.06,Completed,2025-08-02,2025-08-03,melissa86@example.org,,sent,0.06449186338232706
FO701O,Tyler Harris,HNL,IAD,701.94,Pending,2025-08-02,2025-08-03,erik41@example.net,(241)552-0643x611,sent,0.020769634712709283
SH712Q,Alexandra Dominguez,SFO,DEN,207.4,Cancelled,2025-08-02,2025-08-02,ebenson@example.org,861.411.5542,sent,0.06844735764202041
SA218T,Jessica Bowen,PHL,STL,1955.95,Checked-in,2025-08-02,2025-08-03,cjensen@example.org,412-519-6565,sent,0.09791033994545909
RT413T,Dominique Pugh,LGA,DTW,606.92,Checked-in,2025-08-02,2025-08-03,jamie98@example.org,001-264-703-7613x7918,sent,0.09593959593009056
SN526L,Carrie Ruiz,SEA,DEN,1691.74,Confirmed,2025-08-02,2025-08-02,smithjason@example.org,(384)686-6618x8924,sent,0.058925491881607214
ZE183R,Kevin Hines,PDX,IAD,2230.84,Checked-in,2025-08-02,2025-08-03,holly30@example.org,361-279-9042,sent,0.07906347394838635
PL202Q,Samantha Green,SAN,MDW,1367.2,Confirmed,2025-08-02,2025-08-03,jessica10@example.com,(448)714-9177x85079,sent,0.04724885708040533
SV241X,Patrick Smith,AUS,PDX,435.19,Cancelled,2025-08-02,2025-08-02,ruizpatrick@example.org,(608)363-5365,sent,0.08564581029539277
QV951B,Robert Jarvis,BWI,MSP,2471.55,Completed,2025-08-02,2025-08-03,xcline@example.com,918-570-5349x49375,sent,0.07207251443903522
AN832A,Gregory Franco,IAD,AUS,1190.05,Completed,2025-08-02,2025-08-03,blakenicholas@example.net,001-541-838-3670x2410,sent,0.040732436299856525
SD571Q,Robert Jones,AUS,FLL,1197.9,Cancelled,2025-08-02,2025-08-03,joelgreen@example.com,(455)974-3132x9121,sent,0.038858215580204095
DR756L,Christine Parker,BOS,MIA,759.1,Cancelled,2025-08-02,2025-08-02,lindseytorres@example.net,001-690-635-2135x680,sent,0.03737494154166046
OR206X,Anna Garcia,LAS,SAN,1977.54,Checked-in,2025-08-02,2025-08-03,greertoni@example.org,365.519.9410,sent,0.0902251019447098
BC687I,Jason Day,EWR,CLT,2248.61,Confirmed,2025-08-02,2025-08-03,mayokimberly@example.com,587.259.8564x2059,sent,0.057598162175289846
QL407Y,Crystal Moore,SEA,IAH,1780.78,Cancelled,2025-08-02,2025-08-03,gallagherstacie@example.net,(452)523-9559x0599,sent,0.071830189460309
XN522Z,Katelyn Stewart,HNL,IAH,1065.27,Completed,2025-08-02,2025-08-02,jeffrey92@example.com,542-320-9690x2959,sent,0.03819138537964938
XC725H,Francisco Fields,LAX,STL,2219.54,Completed,2025-08-02,2025-08-03,sean43@example.org,001-915-841-0067x626,sent,0.042345081947387134
DP586Z,Marilyn Mcdaniel,LAX,PHX,851.74,Checked-in,2025-08-02,2025-08-02,phillipslucas@example.org,952-262-1815,sent,0.08542604613789535
NF629B,Daniel Lee,HNL,IAH,1414.82,Completed,2025-08-02,2025-08-03,donna43@example.org,8693872050,sent,0.024983324510099783
GD497A,Mark Rowland,STL,SEA,1297.34,Pending,2025-08-02,2025-08-03,qruiz@example.com,286-625-6527,sent,0.038841819393305964
HI774S,Paul Contreras,LAX,IAH,939.9,Checked-in,2025-08-02,2025-08-03,larellano@example.org,+1-906-686-8793,sent,0.08655334890442994
QS160Q,Megan Oliver,HNL,MIA,2310.92,Completed,2025-08-02,2025-08-03,stacyjackson@example.org,620.761.6329,sent,0.03451550717692724
RM116R,Donald Ellis,AUS,PHX,1540.95,Confirmed,2025-08-02,2025-08-03,jrodriguez@example.org,001-799-811-9148,sent,0.05222043812503768
JX132O,Erica Daniel,PHX,EWR,647.4,Pending,2025-08-02,2025-08-03,alewis@example.net,285.408.2148x6289,sent,0.03751810364190503
HB330O,Isaac Gonzalez,STL,PHX,803.9,Checked-in,2025-08-02,2025-08-03,hreid@example.net,7357797279,sent,0.0975571922121103
JA241M,Scott Chan,ORD,MSP,195.55,Completed,2025-08-02,2025-08-03,ericaadams@example.com,800.772.2903x49446,sent,0.06837255159022207
OJ743V,Loretta Silva,CLT,SEA,1677.84,Confirmed,2025-08-02,2025-08-03,anna99@example.com,517-215-4544x4328,sent,0.051907153938492476
VE965X,Jonathan Phillips,SEA,SFO,2122.19,Completed,2025-08-02,2025-08-03,aguilarwanda@example.org,638-475-8428x24172,sent,0.03689330317990048
LH513X,Jennifer Eaton,DEN,MSP,1723.23,Completed,2025-08-02,2025-08-02,eyork@example.org,+1-299-491-7381x6846,sent,0.09420769748374412
NS235O,Scott White,MIA,TPA,752.17,Pending,2025-08-02,2025-08-03,lawrencebrown@example.com,832-992-7129x666,sent,0.09718358953589765
RG600X,Adrian Morris,PHL,IAD,1838.14,Cancelled,2025-08-02,2025-08-02,simsjohn@example.net,(642)916-8942x104,sent,0.0626862446968915
KN898V,Grace Valenzuela MD,DFW,PHL,210.34,Pending,2025-08-02,2025-08-03,osmith@example.net,(830)698-2150,sent,0.04212891021233181
TB890V,Russell Williams,AUS,PHX,1082.14,Cancelled,2025-08-02,2025-08-03,kelleythomas@example.org,404.861.8499,sent,0.0819430747086911
DJ189D,Kathleen Lynch,MDW,PDX,1624.02,Confirmed,2025-08-02,2025-08-03,michaelortiz@example.org,,sent,0.09353036415740407
CY972Q,Nathaniel Conway,MCO,STL,1758.01,Confirmed,2025-08-02,2025-08-03,joseph01@example.org,4454561100,sent,0.03608320006919425
TI557X,Robert White,DTW,HNL,246.51,Completed,2025-08-02,2025-08-03,mary76@example.net,(912)402-1697,sent,0.08595822753983344
TA965V,Monica Snow,CLT,ORD,1339.01,Pending,2025-08-02,2025-08-03,ealexander@example.com,+1-550-989-9358x8916,sent,0.05992065906705417
RT562B,Timothy Wagner,IAH,PDX,1301.97,Checked-in,2025-08-02,2025-08-02,charlesvasquez@example.org,340-983-8663x17797,sent,0.06164287266728104
PX751U,Jamie Johnson,LGA,AUS,2097.46,Cancelled,2025-08-02,2025-08-03,pamela83@example.net,+1-375-350-3758x99757,sent,0.08709298001327419
LU305Z,Joseph Park,TPA,MSP,2418.86,Pending,2025-08-02,2025-08-03,lydianewton@example.com,549-733-1637,sent,0.04902259280745709
UV160S,Steven Ellis,AUS,FLL,1970.41,Checked-in,2025-08-02,2025-08-03,vsmith@example.org,+1-369-878-2922,sent,0.08197560845522908
QM995N,Sydney Farmer,TPA,DTW,780.73,Cancelled,2025-08-02,2025-08-02,shawn22@example.com,+1-484-485-8333x945,sent,0.04506718466549429
GY204R,Robert Garcia,DTW,LGA,1720.24,Pending,2025-08-02,2025-08-03,juliahoffman@example.org,540.766.6580x04397,sent,0.09562139779962607
GY989X,Elizabeth Thompson,PDX,EWR,577.32,Cancelled,2025-08-02,2025-08-03,jillwilson@example.org,(748)242-2940x57202,sent,0.08422718208444482
ZS947R,Richard Stewart,LAS,CLT,807.2,Completed,2025-08-02,2025-08-03,hartmanerik@example.net,+1-661-553-3555,sent,0.09911680675041805
RY987U,Michael Griffin,LAS,DTW,173.86,Cancelled,2025-08-02,2025-08-03,susanfleming@example.com,(216)648-4085x8877,sent,0.027890711956635617
CD358F,Patricia Ferguson,TPA,IAH,1298.16,Cancelled,2025-08-02,2025-08-03,michellecoleman@example.org,386.312.0750,sent,0.0954664348739097
RC024S,Susan Russell,LGA,TPA,1303.43,Confirmed,2025-08-02,2025-08-03,andre18@example.org,+1-691-990-1581x4491,sent,0.06479430659697147
PF660R,Paul Robles,SEA,IAH,1775.7,Pending,2025-08-02,2025-08-03,kennetheaton@example.net,+1-350-688-2100x9968,sent,0.07008030275026093
NU353Q,Clinton Jensen,CLT,MSP,1450.66,Pending,2025-08-02,2025-08-03,yorksarah@example.net,481.541.4139x755,sent,0.07134405802786281
CG149K,Mr. Matthew Steele,TPA,FLL,927.36,Checked-in,2025-08-02,2025-08-03,susan20@example.com,936.745.2577,sent,0.09327742806185207
DF478U,Sarah Trevino,LAS,SEA,433.54,Cancelled,2025-08-02,2025-08-03,jessica11@example.org,709.896.9308x48872,sent,0.06863437778602567
EO394Q,Jennifer Shaw,TPA,FLL,2384.56,Cancelled,2025-08-02,2025-08-03,katherinetaylor@example.org,(599)327-5037,sent,0.09913158192342912
BV453G,Rebecca Hughes,TPA,BOS,799.77,Completed,2025-08-02,2025-08-02,hoopermario@example.net,844.598.9266x59184,sent,0.0446853148145493
LP865Z,Mr. Jonathan Taylor,MSP,LGA,815.05,Confirmed,2025-08-02,2025-08-02,jason22@example.com,+1-813-265-1777x392,sent,0.08553435040672258
SS302F,Jose Macdonald,MCO,SEA,998.07,Pending,2025-08-02,2025-08-03,zacharysullivan@example.net,+1-404-413-7977x2369,sent,0.09199239158464322
YV980U,Jason Golden,MDW,DEN,1648.99,Checked-in,2025-08-02,2025-08-03,yclarke@example.com,001-691-862-4731,sent,0.0981851185537738
WX430Z,Joseph Meyer,LAX,PHL,818.2,Checked-in,2025-08-02,2025-08-03,robert12@example.com,+1-994-448-6959x4636,sent,0.0765909157319312
PI588J,Patricia Sanders,ATL,JFK,743.32,Checked-in,2025-08-02,2025-08-03,adkinssean@example.net,(413)886-5890,sent,0.05965971233885839
UA053F,Donald Ross,JFK,ATL,500.61,Completed,2025-08-02,2025-08-02,aprilmclaughlin@example.org,584-989-5543,sent,0.041266100246417636
ZK633N,Kelli Smith,SAN,PHL,680.36,Completed,2025-08-02,2025-08-03,rosskaitlyn@example.com,482-575-5394,sent,0.08409577882707445
XH733I,Dale Wright,AUS,MIA,848.78,Completed,2025-08-02,2025-08-02,wilsonchristian@example.net,490.680.7595x7947,sent,0.07003321108789756
EB639Q,Karen Fernandez,MCO,PHL,1609.41,Completed,2025-08-02,2025-08-02,stephenmartinez@example.net,450.603.6915x594,sent,0.03367721958899873
TK347L,Jeff Barnes,DFW,SAN,638.3,Cancelled,2025-08-02,2025-08-03,lramirez@example.net,(593)414-3866,sent,0.032821803532128116
FN270P,Steven Mccoy,ORD,SFO,713.68,Completed,2025-08-02,2025-08-03,jevans@example.net,9617203471,sent,0.08858155385393486
RR455Z,Alejandro Martinez,LAX,MIA,1208.68,Completed,2025-08-02,2025-08-03,barbarasantos@example.net,(645)958-7716,sent,0.07075961352425346
NU225T,Sarah Jones,JFK,LAS,827.05,Pending,2025-08-02,2025-08-03,denise49@example.net,(647)359-8762x2023,sent,0.03593803608071734
DD326C,Kara Brown,MIA,ORD,1765.35,Pending,2025-08-02,2025-08-03,garciachristine@example.org,+1-764-733-4722x8200,sent,0.04255267018424485
IR778O,Travis Ryan,LGA,DTW,1703.78,Cancelled,2025-08-02,2025-08-03,omills@example.net,257-283-1745x6424,sent,0.08362158047254238
JP825R,Thomas Arroyo,FLL,SEA,1671.94,Pending,2025-08-02,2025-08-02,myates@example.org,4858368663,sent,0.08702418106705598
CN634U,Phillip Kent,ORD,JFK,539.92,Pending,2025-08-02,2025-08-03,deborah84@example.com,612.924.1797,sent,0.06426032646019868
EB350R,William Campbell,HNL,DTW,2314.8,Checked-in,2025-08-02,2025-08-03,halledward@example.com,356.447.5705,sent,0.046330930844626125
CR046P,Steven Wright,MDW,MCO,1794.37,Pending,2025-08-02,2025-08-03,paulproctor@example.org,001-303-671-8376x4520,sent,0.04149807200180436
BL950U,Joshua Rodriguez,TPA,EWR,1568.73,Confirmed,2025-08-02,2025-08-03,linda73@example.org,001-565-424-0778x487,sent,0.028601782057078903
XO855I,Linda Valencia,BWI,PDX,2172.21,Completed,2025-08-02,2025-08-02,qphillips@example.net,(370)886-2095x935,sent,0.09679784502776384
YR387E,Erica Davidson,IAD,BWI,2080.34,Completed,2025-08-02,2025-08-03,williamssharon@example.org,9316731096,sent,0.06702158696126077
TW053C,Thomas Rios,IAD,ATL,1255.68,Checked-in,2025-08-02,2025-08-02,dowen@example.com,+1-665-309-4801,sent,0.09034771087122172
GK043A,Terri Short,PDX,ATL,925.04,Checked-in,2025-08-02,2025-08-03,clintonstevens@example.org,(845)593-3441,sent,0.044548889309276626
FP157W,Sabrina Davis,PHX,PDX,1937.17,Confirmed,2025-08-02,2025-08-03,dmiller@example.com,(766)413-9060x480,sent,0.08159908043452282
EB583V,Jenna Griffin,EWR,LAS,909.69,Checked-in,2025-08-02,2025-08-02,ryanhartman@example.org,(351)879-0864,sent,0.08245726309751972
YE862P,Katherine Pearson,HNL,LAX,1695.5,Completed,2025-08-02,2025-08-03,johnadams@example.com,491-716-6553x55904,sent,0.023120860808507865
EO979B,Cynthia Jennings,JFK,SEA,1368.33,Completed,2025-08-02,2025-08-03,rodriguezbrian@example.net,(740)551-4770,sent,0.09283351352583744
RQ833Y,John Blair,LGA,MIA,1935.98,Cancelled,2025-08-02,2025-08-03,bennettrebecca@example.net,9422043940,sent,0.061977639919229846
VV164L,Alicia Dillon,DEN,EWR,1179.57,Checked-in,2025-08-02,2025-08-03,tromero@example.org,679-781-2387x80038,sent,0.08933562122487425
AL762V,Mario Young,LGA,PHL,2028.39,Cancelled,2025-08-02,2025-08-03,garrettnatasha@example.org,+1-543-825-6216,sent,0.06187313569276427
