PNR,Passenger,Origin,Destination,Fare,Status,BookingDate,TravelDate,Email,Phone,status,processing_time
QN468F,Rebecca Taylor,BOS,DEN,596.26,Cancelled,2025-08-02,2025-08-02,angela18@example.org,812-247-8261x3750,sent,0.07880908374555991
HM685C,Alfred Galvan,DTW,IAD,1424.16,Pending,2025-08-02,2025-08-03,devinmitchell@example.com,,sent,0.037351377565744005
DB434H,Riley Bryant,DTW,BOS,1331.7,Completed,2025-08-02,2025-08-03,chenbailey@example.net,(446)309-5396,sent,0.09402998892071526
QR851Q,Katie Smith,MSP,ORD,2150.65,Confirmed,2025-08-02,2025-08-03,qzavala@example.net,2517531952,sent,0.046656305020372706
YV852O,Mrs. Catherine Taylor,BWI,STL,702.73,Confirmed,2025-08-02,2025-08-02,carterbradley@example.org,5546868740,sent,0.04199068029032887
ID505Z,Steve Paul,DTW,SEA,1510.46,Confirmed,2025-08-02,2025-08-03,tylerjimenez@example.net,716-616-9284x511,sent,0.07957230787105249
WN479F,Heather Williams,IAH,MDW,1521.63,Completed,2025-08-02,2025-08-03,yhill@example.org,265-482-0297,sent,0.09548921871550255
LM135S,Christian Cole,LAS,SFO,1723.86,Pending,2025-08-02,2025-08-03,berryalyssa@example.com,543-610-2786x81447,sent,0.025068777869807147
EC731O,Micheal Osborn,PHX,DEN,1728.47,Pending,2025-08-02,2025-08-03,elizabeth18@example.net,742-725-8313x2370,sent,0.08208752484039848
TC782C,Zachary Higgins,AUS,IAD,2348.98,Confirmed,2025-08-02,2025-08-03,martinezlogan@example.org,378.452.8922x680,sent,0.053881696379119715
KW422H,Todd Jacobson,DTW,DFW,322.16,Cancelled,2025-08-02,2025-08-03,david49@example.net,782-299-2299,sent,0.05220311028575235
UY010S,Daniel Armstrong,DEN,PHX,2220.03,Cancelled,2025-08-02,2025-08-03,dawn47@example.org,+1-464-771-0276x77359,sent,0.0501780057239154
MQ701O,Cindy Gomez,SAN,LGA,1393.01,Completed,2025-08-02,2025-08-03,amitchell@example.org,(624)356-5060x98358,sent,0.04638691522148184
YR687I,Lisa Carr,BWI,DFW,2356.49,Cancelled,2025-08-02,2025-08-03,laura58@example.com,001-923-498-6800x02578,sent,0.031736327544637837
KT982K,William Stevenson,STL,DFW,1894.68,Cancelled,2025-08-02,2025-08-03,terickson@example.com,9556169409,sent,0.08380889999263944
RK283V,James Frye,PDX,LAS,1337.71,Pending,2025-08-02,2025-08-02,erica49@example.com,934.784.3443,sent,0.08868336047601674
ZX758I,Kenneth Daniels,PDX,JFK,366.9,Checked-in,2025-08-02,2025-08-02,stephanie24@example.org,315-574-7338x4842,sent,0.05648879090115423
HU308H,Jason Love,JFK,LAX,933.86,Cancelled,2025-08-02,2025-08-03,oconnelltiffany@example.org,(877)434-5401x93802,sent,0.05645768565941707
SV054Y,Levi Fowler,FLL,LAX,412.9,Cancelled,2025-08-02,2025-08-03,christopher12@example.org,253.604.6374x5499,sent,0.09607096792589132
VD530O,Jared Shaw,HNL,CLT,1518.9,Cancelled,2025-08-02,2025-08-03,hannah45@example.net,932.572.7956,sent,0.029788037075693455
QO391Q,Angela Elliott,JFK,EWR,1006.93,Confirmed,2025-08-02,2025-08-02,ashleyhernandez@example.com,971.239.7187x07286,sent,0.07415739969991643
XA874M,Aaron Robinson,SFO,MDW,736.39,Confirmed,2025-08-02,2025-08-03,weaverbrian@example.org,404.762.2656x7661,sent,0.04439714655891768
TV907W,Dana Williams,AUS,SEA,2181.82,Cancelled,2025-08-02,2025-08-02,taylorvictoria@example.org,001-695-299-5342x8364,sent,0.07944620519012252
UV892N,Amber Cooper,LAX,SFO,1880.93,Pending,2025-08-02,2025-08-03,heather62@example.com,(428)873-3427x0866,sent,0.021235247325369428
KU343C,Sarah Davis,IAH,HNL,1724.28,Cancelled,2025-08-02,2025-08-03,nicholas99@example.org,239-583-7354,sent,0.09965368790507002
HW317T,Jennifer Allen,SAN,MDW,404.02,Confirmed,2025-08-02,2025-08-02,wferguson@example.com,258-577-1753x556,sent,0.06300682570858941
RS204S,Elizabeth Gonzalez,SEA,SFO,2068.98,Checked-in,2025-08-02,2025-08-03,victorpena@example.net,247-377-2522x87280,sent,0.03653050688929347
EU006H,Chris Robinson,HNL,SAN,2197.61,Cancelled,2025-08-02,2025-08-03,bhopkins@example.org,+1-286-800-8484,sent,0.09708101473272973
QE211H,Joseph Ochoa,SFO,IAH,921.42,Confirmed,2025-08-02,2025-08-02,susan79@example.org,001-234-410-1666x870,sent,0.05383878360223879
UZ176K,Shannon Davis,LAS,PHX,1657.48,Checked-in,2025-08-02,2025-08-03,rachelschwartz@example.net,440.814.8902x5039,sent,0.031077530925872655
SH142S,Jasmine Mosley,HNL,FLL,928.2,Confirmed,2025-08-02,2025-08-03,krystalnorris@example.org,650.916.3159x99650,sent,0.028713355518981576
RM735N,Kevin James,LAS,ATL,1514.39,Pending,2025-08-02,2025-08-03,jennifermiller@example.org,(426)355-1104x7541,sent,0.030548830920861053
RR267Q,Alexander Gomez,PHL,IAH,962.36,Pending,2025-08-02,2025-08-03,michelle04@example.com,(918)439-8262x2444,sent,0.04019787143245092
IN126J,Mr. David Wright,MSP,DFW,1055.21,Completed,2025-08-02,2025-08-03,stephentaylor@example.org,(559)965-7569x2459,sent,0.06868133329772666
KJ526X,Katherine Johnston,JFK,TPA,1174.74,Completed,2025-08-02,2025-08-02,kdiaz@example.org,001-382-880-7374,sent,0.06490393584034536
HI724V,Jay Bennett,FLL,MDW,1840.66,Cancelled,2025-08-02,2025-08-03,sferguson@example.com,+1-405-289-1135,sent,0.07634105746794244
ZN965D,David Dixon,ORD,MDW,2313.81,Completed,2025-08-02,2025-08-03,seanmyers@example.net,001-382-350-7146,sent,0.073859555742385
KO254Z,John Alvarez,PDX,DFW,1841.42,Pending,2025-08-02,2025-08-03,carlos01@example.org,412-438-2825x86736,sent,0.04106584908365199
XT660G,Jeffrey Smith,BWI,IAH,916.53,Pending,2025-08-02,2025-08-03,raylauren@example.net,(755)837-1478,sent,0.032417820181174714
DL969L,Lisa Cervantes,SFO,MIA,1712.58,Checked-in,2025-08-02,2025-08-03,powerslawrence@example.org,412-952-8669x2966,sent,0.096715413547851
FP828J,Ernest Hayes,STL,ATL,1596.46,Pending,2025-08-02,2025-08-03,washingtonjames@example.com,+1-387-267-6772,sent,0.09075048437208823
IH340R,Richard Cunningham,HNL,LAX,864.11,Cancelled,2025-08-02,2025-08-03,armstrongjoseph@example.net,(680)778-3613x407,sent,0.0703370915376509
YZ171H,Oscar Norris,DTW,LGA,1688.56,Checked-in,2025-08-02,2025-08-03,imartin@example.org,709.658.4982,sent,0.0547950045838933
QV494D,Paul Jenkins,BWI,SFO,1351.26,Cancelled,2025-08-02,2025-08-03,jacquelineanderson@example.org,001-353-867-2946x671,sent,0.08426217724120491
OP845K,Sheila Boone,MCO,FLL,1710.06,Completed,2025-08-02,2025-08-03,melissa86@example.org,,sent,0.04891850579625588
FO701O,Tyler Harris,HNL,IAD,701.94,Pending,2025-08-02,2025-08-03,erik41@example.net,(241)552-0643x611,sent,0.06265609378559502
SH712Q,Alexandra Dominguez,SFO,DEN,207.4,Cancelled,2025-08-02,2025-08-02,ebenson@example.org,861.411.5542,sent,0.08897896075636427
SA218T,Jessica Bowen,PHL,STL,1955.95,Checked-in,2025-08-02,2025-08-03,cjensen@example.org,412-519-6565,sent,0.02708939082406915
RT413T,Dominique Pugh,LGA,DTW,606.92,Checked-in,2025-08-02,2025-08-03,jamie98@example.org,001-264-703-7613x7918,sent,0.0511561242479291
SN526L,Carrie Ruiz,SEA,DEN,1691.74,Confirmed,2025-08-02,2025-08-02,smithjason@example.org,(384)686-6618x8924,sent,0.08413822461208807
ZE183R,Kevin Hines,PDX,IAD,2230.84,Checked-in,2025-08-02,2025-08-03,holly30@example.org,361-279-9042,sent,0.027564467747932257
PL202Q,Samantha Green,SAN,MDW,1367.2,Confirmed,2025-08-02,2025-08-03,jessica10@example.com,(448)714-9177x85079,sent,0.07737661331781093
SV241X,Patrick Smith,AUS,PDX,435.19,Cancelled,2025-08-02,2025-08-02,ruizpatrick@example.org,(608)363-5365,sent,0.0829248874860076
QV951B,Robert Jarvis,BWI,MSP,2471.55,Completed,2025-08-02,2025-08-03,xcline@example.com,918-570-5349x49375,sent,0.02087384201420112
AN832A,Gregory Franco,IAD,AUS,1190.05,Completed,2025-08-02,2025-08-03,blakenicholas@example.net,001-541-838-3670x2410,sent,0.03796257476576463
SD571Q,Robert Jones,AUS,FLL,1197.9,Cancelled,2025-08-02,2025-08-03,joelgreen@example.com,(455)974-3132x9121,sent,0.07986579707526863
DR756L,Christine Parker,BOS,MIA,759.1,Cancelled,2025-08-02,2025-08-02,lindseytorres@example.net,001-690-635-2135x680,sent,0.029125657711702335
OR206X,Anna Garcia,LAS,SAN,1977.54,Checked-in,2025-08-02,2025-08-03,greertoni@example.org,365.519.9410,sent,0.07316011331868201
BC687I,Jason Day,EWR,CLT,2248.61,Confirmed,2025-08-02,2025-08-03,mayokimberly@example.com,587.259.8564x2059,sent,0.053634533397996606
QL407Y,Crystal Moore,SEA,IAH,1780.78,Cancelled,2025-08-02,2025-08-03,gallagherstacie@example.net,(452)523-9559x0599,sent,0.031045342070262088
XN522Z,Katelyn Stewart,HNL,IAH,1065.27,Completed,2025-08-02,2025-08-02,jeffrey92@example.com,542-320-9690x2959,sent,0.0797451197183211
XC725H,Francisco Fields,LAX,STL,2219.54,Completed,2025-08-02,2025-08-03,sean43@example.org,001-915-841-0067x626,sent,0.0684110139469678
DP586Z,Marilyn Mcdaniel,LAX,PHX,851.74,Checked-in,2025-08-02,2025-08-02,phillipslucas@example.org,952-262-1815,sent,0.05292611808332122
NF629B,Daniel Lee,HNL,IAH,1414.82,Completed,2025-08-02,2025-08-03,donna43@example.org,8693872050,sent,0.03492566572589186
GD497A,Mark Rowland,STL,SEA,1297.34,Pending,2025-08-02,2025-08-03,qruiz@example.com,286-625-6527,sent,0.0790134971842755
HI774S,Paul Contreras,LAX,IAH,939.9,Checked-in,2025-08-02,2025-08-03,larellano@example.org,+1-906-686-8793,sent,0.062482887468444354
QS160Q,Megan Oliver,HNL,MIA,2310.92,Completed,2025-08-02,2025-08-03,stacyjackson@example.org,620.761.6329,sent,0.09684214568334522
RM116R,Donald Ellis,AUS,PHX,1540.95,Confirmed,2025-08-02,2025-08-03,jrodriguez@example.org,001-799-811-9148,sent,0.06653600329869296
JX132O,Erica Daniel,PHX,EWR,647.4,Pending,2025-08-02,2025-08-03,alewis@example.net,285.408.2148x6289,sent,0.09980418010925118
HB330O,Isaac Gonzalez,STL,PHX,803.9,Checked-in,2025-08-02,2025-08-03,hreid@example.net,7357797279,sent,0.06741402534253547
JA241M,Scott Chan,ORD,MSP,195.55,Completed,2025-08-02,2025-08-03,ericaadams@example.com,800.772.2903x49446,sent,0.041205749407838645
OJ743V,Loretta Silva,CLT,SEA,1677.84,Confirmed,2025-08-02,2025-08-03,anna99@example.com,517-215-4544x4328,sent,0.045708814979254456
VE965X,Jonathan Phillips,SEA,SFO,2122.19,Completed,2025-08-02,2025-08-03,aguilarwanda@example.org,638-475-8428x24172,sent,0.059891883708557594
LH513X,Jennifer Eaton,DEN,MSP,1723.23,Completed,2025-08-02,2025-08-02,eyork@example.org,+1-299-491-7381x6846,sent,0.06016717603956499
NS235O,Scott White,MIA,TPA,752.17,Pending,2025-08-02,2025-08-03,lawrencebrown@example.com,832-992-7129x666,sent,0.024766859270627058
RG600X,Adrian Morris,PHL,IAD,1838.14,Cancelled,2025-08-02,2025-08-02,simsjohn@example.net,(642)916-8942x104,sent,0.0896732149994855
KN898V,Grace Valenzuela MD,DFW,PHL,210.34,Pending,2025-08-02,2025-08-03,osmith@example.net,(830)698-2150,sent,0.09129156721753146
TB890V,Russell Williams,AUS,PHX,1082.14,Cancelled,2025-08-02,2025-08-03,kelleythomas@example.org,404.861.8499,sent,0.0618353928762391
DJ189D,Kathleen Lynch,MDW,PDX,1624.02,Confirmed,2025-08-02,2025-08-03,michaelortiz@example.org,,sent,0.027627219700480703
CY972Q,Nathaniel Conway,MCO,STL,1758.01,Confirmed,2025-08-02,2025-08-03,joseph01@example.org,4454561100,sent,0.03538209671088448
TI557X,Robert White,DTW,HNL,246.51,Completed,2025-08-02,2025-08-03,mary76@example.net,(912)402-1697,sent,0.08563300026683515
TA965V,Monica Snow,CLT,ORD,1339.01,Pending,2025-08-02,2025-08-03,ealexander@example.com,+1-550-989-9358x8916,sent,0.09645504415952884
RT562B,Timothy Wagner,IAH,PDX,1301.97,Checked-in,2025-08-02,2025-08-02,charlesvasquez@example.org,340-983-8663x17797,sent,0.06966415590031895
PX751U,Jamie Johnson,LGA,AUS,2097.46,Cancelled,2025-08-02,2025-08-03,pamela83@example.net,+1-375-350-3758x99757,sent,0.0627048496719986
LU305Z,Joseph Park,TPA,MSP,2418.86,Pending,2025-08-02,2025-08-03,lydianewton@example.com,549-733-1637,sent,0.07318099564656082
UV160S,Steven Ellis,AUS,FLL,1970.41,Checked-in,2025-08-02,2025-08-03,vsmith@example.org,+1-369-878-2922,sent,0.0886495572215773
QM995N,Sydney Farmer,TPA,DTW,780.73,Cancelled,2025-08-02,2025-08-02,shawn22@example.com,+1-484-485-8333x945,sent,0.06593307896612108
GY204R,Robert Garcia,DTW,LGA,1720.24,Pending,2025-08-02,2025-08-03,juliahoffman@example.org,540.766.6580x04397,sent,0.0812305028972024
GY989X,Elizabeth Thompson,PDX,EWR,577.32,Cancelled,2025-08-02,2025-08-03,jillwilson@example.org,(748)242-2940x57202,sent,0.06675033171005454
ZS947R,Richard Stewart,LAS,CLT,807.2,Completed,2025-08-02,2025-08-03,hartmanerik@example.net,+1-661-553-3555,sent,0.021336279915602063
RY987U,Michael Griffin,LAS,DTW,173.86,Cancelled,2025-08-02,2025-08-03,susanfleming@example.com,(216)648-4085x8877,sent,0.09500400189777476
CD358F,Patricia Ferguson,TPA,IAH,1298.16,Cancelled,2025-08-02,2025-08-03,michellecoleman@example.org,386.312.0750,sent,0.09233031952986347
RC024S,Susan Russell,LGA,TPA,1303.43,Confirmed,2025-08-02,2025-08-03,andre18@example.org,+1-691-990-1581x4491,sent,0.09389422002073733
PF660R,Paul Robles,SEA,IAH,1775.7,Pending,2025-08-02,2025-08-03,kennetheaton@example.net,+1-350-688-2100x9968,sent,0.08847075229315235
NU353Q,Clinton Jensen,CLT,MSP,1450.66,Pending,2025-08-02,2025-08-03,yorksarah@example.net,481.541.4139x755,sent,0.07099296908390555
CG149K,Mr. Matthew Steele,TPA,FLL,927.36,Checked-in,2025-08-02,2025-08-03,susan20@example.com,936.745.2577,sent,0.06489531648546291
DF478U,Sarah Trevino,LAS,SEA,433.54,Cancelled,2025-08-02,2025-08-03,jessica11@example.org,709.896.9308x48872,sent,0.0272626535768645
EO394Q,Jennifer Shaw,TPA,FLL,2384.56,Cancelled,2025-08-02,2025-08-03,katherinetaylor@example.org,(599)327-5037,sent,0.029520477297803112
BV453G,Rebecca Hughes,TPA,BOS,799.77,Completed,2025-08-02,2025-08-02,hoopermario@example.net,844.598.9266x59184,sent,0.03555264640481506
LP865Z,Mr. Jonathan Taylor,MSP,LGA,815.05,Confirmed,2025-08-02,2025-08-02,jason22@example.com,+1-813-265-1777x392,sent,0.0475370967277772
SS302F,Jose Macdonald,MCO,SEA,998.07,Pending,2025-08-02,2025-08-03,zacharysullivan@example.net,+1-404-413-7977x2369,sent,0.09763578590101732
YV980U,Jason Golden,MDW,DEN,1648.99,Checked-in,2025-08-02,2025-08-03,yclarke@example.com,001-691-862-4731,sent,0.08604971130030321
WX430Z,Joseph Meyer,LAX,PHL,818.2,Checked-in,2025-08-02,2025-08-03,robert12@example.com,+1-994-448-6959x4636,sent,0.0688107434052707
PI588J,Patricia Sanders,ATL,JFK,743.32,Checked-in,2025-08-02,2025-08-03,adkinssean@example.net,(413)886-5890,sent,0.026111802625271744
UA053F,Donald Ross,JFK,ATL,500.61,Completed,2025-08-02,2025-08-02,aprilmclaughlin@example.org,584-989-5543,sent,0.09576755688222417
ZK633N,Kelli Smith,SAN,PHL,680.36,Completed,2025-08-02,2025-08-03,rosskaitlyn@example.com,482-575-5394,sent,0.07582498463027859
XH733I,Dale Wright,AUS,MIA,848.78,Completed,2025-08-02,2025-08-02,wilsonchristian@example.net,490.680.7595x7947,sent,0.09067123859472719
EB639Q,Karen Fernandez,MCO,PHL,1609.41,Completed,2025-08-02,2025-08-02,stephenmartinez@example.net,450.603.6915x594,sent,0.022747789894339725
TK347L,Jeff Barnes,DFW,SAN,638.3,Cancelled,2025-08-02,2025-08-03,lramirez@example.net,(593)414-3866,sent,0.07360720559802472
FN270P,Steven Mccoy,ORD,SFO,713.68,Completed,2025-08-02,2025-08-03,jevans@example.net,9617203471,sent,0.022086465604822
RR455Z,Alejandro Martinez,LAX,MIA,1208.68,Completed,2025-08-02,2025-08-03,barbarasantos@example.net,(645)958-7716,sent,0.03537101441283743
NU225T,Sarah Jones,JFK,LAS,827.05,Pending,2025-08-02,2025-08-03,denise49@example.net,(647)359-8762x2023,sent,0.031353965330072814
DD326C,Kara Brown,MIA,ORD,1765.35,Pending,2025-08-02,2025-08-03,garciachristine@example.org,+1-764-733-4722x8200,sent,0.05791254951843544
IR778O,Travis Ryan,LGA,DTW,1703.78,Cancelled,2025-08-02,2025-08-03,omills@example.net,257-283-1745x6424,sent,0.07407417474200158
JP825R,Thomas Arroyo,FLL,SEA,1671.94,Pending,2025-08-02,2025-08-02,myates@example.org,4858368663,sent,0.08229830211740839
CN634U,Phillip Kent,ORD,JFK,539.92,Pending,2025-08-02,2025-08-03,deborah84@example.com,612.924.1797,sent,0.057753875339069685
EB350R,William Campbell,HNL,DTW,2314.8,Checked-in,2025-08-02,2025-08-03,halledward@example.com,356.447.5705,sent,0.09695198564927252
CR046P,Steven Wright,MDW,MCO,1794.37,Pending,2025-08-02,2025-08-03,paulproctor@example.org,001-303-671-8376x4520,sent,0.06053370153763117
BL950U,Joshua Rodriguez,TPA,EWR,1568.73,Confirmed,2025-08-02,2025-08-03,linda73@example.org,001-565-424-0778x487,sent,0.0760483156192074
XO855I,Linda Valencia,BWI,PDX,2172.21,Completed,2025-08-02,2025-08-02,qphillips@example.net,(370)886-2095x935,sent,0.09212276954834518
YR387E,Erica Davidson,IAD,BWI,2080.34,Completed,2025-08-02,2025-08-03,williamssharon@example.org,9316731096,sent,0.04500375288019401
TW053C,Thomas Rios,IAD,ATL,1255.68,Checked-in,2025-08-02,2025-08-02,dowen@example.com,+1-665-309-4801,sent,0.056432577741834064
GK043A,Terri Short,PDX,ATL,925.04,Checked-in,2025-08-02,2025-08-03,clintonstevens@example.org,(845)593-3441,sent,0.07326665091381171
FP157W,Sabrina Davis,PHX,PDX,1937.17,Confirmed,2025-08-02,2025-08-03,dmiller@example.com,(766)413-9060x480,sent,0.06398791342517617
EB583V,Jenna Griffin,EWR,LAS,909.69,Checked-in,2025-08-02,2025-08-02,ryanhartman@example.org,(351)879-0864,sent,0.06341333112496937
YE862P,Katherine Pearson,HNL,LAX,1695.5,Completed,2025-08-02,2025-08-03,johnadams@example.com,491-716-6553x55904,sent,0.07938310581388862
EO979B,Cynthia Jennings,JFK,SEA,1368.33,Completed,2025-08-02,2025-08-03,rodriguezbrian@example.net,(740)551-4770,sent,0.09093965759639597
RQ833Y,John Blair,LGA,MIA,1935.98,Cancelled,2025-08-02,2025-08-03,bennettrebecca@example.net,9422043940,sent,0.08332968906403979
VV164L,Alicia Dillon,DEN,EWR,1179.57,Checked-in,2025-08-02,2025-08-03,tromero@example.org,679-781-2387x80038,sent,0.04604865946996685
AL762V,Mario Young,LGA,PHL,2028.39,Cancelled,2025-08-02,2025-08-03,garrettnatasha@example.org,+1-543-825-6216,sent,0.09034386310014414
